name,sex,age,survived,class,joined,ticket,price,sibsp,parch,job,occupation,dob,date_death,boat..body.,url,ticketFreq,pricepp,fsize,title
"LAROCHE, Miss Louise ",female,1,1,2,Cherbourg,2123,41.6,1,2,NA,NA,1910-07-02,1998-01-25,14,/titanic-survivor/louise-laroche.html,4,10.4,4,Miss
"LAROCHE, Miss Simonne Marie Anne Andrée ",female,3,1,2,Cherbourg,2123,41.6,1,2,NA,NA,1909-02-19,1973-08-08,14,/titanic-survivor/simonne-laroche.html,4,10.4,4,Miss
"LAROCHE, Mr Joseph Philippe Lemercier ",male,25,0,2,Cherbourg,2123,41.6,1,2,NA,Engineer  ,1886-05-26,1912-04-15,NA,/titanic-victim/joseph-laroche.html,4,10.4,4,Mr
"LAROCHE, Mrs Juliette Marie Louise ",female,22,1,2,Cherbourg,2123,41.6,1,2,NA,NA,1889-10-20,1980-01-10,14,/titanic-survivor/juliette-laroche.html,4,10.4,4,Mrs
"LEHMANN, Miss Bertha ",female,17,1,2,Cherbourg,1748,12,0,0,NA,NA,1895-03-31,1967-12-05,12,/titanic-survivor/bertha-lehmann.html,1,12,1,Miss
"LEITCH, Miss Jessie Wills ",female,31,1,2,Southampton,248727,33,0,0,NA,NA,1880-11-08,1963-02-06,11,/titanic-survivor/jessie-leitch.html,3,11,1,Miss
"LEMORE, Mrs Amelia ",female,46,1,2,Southampton,34260,10.5,0,0,NA,NA,1873-03-18,1950-05-15,14,/titanic-survivor/amelia-lemore.html,1,10.5,1,Mrs
"LéVY, Mr René Jacques ",male,36,0,2,Southampton,2163,12.9,0,0,NA,Chemist  ,1875-06-30,1912-04-15,NA,/titanic-victim/rene-jacques-levy.html,1,12.9,1,Mr
"LEYSON, Mr Robert William Norman ",male,25,0,2,Southampton,29566,10.5,0,0,NA,Solicitor  ,1887-06-30,1912-04-15, [108],/titanic-victim/robert-leyson.html,1,10.5,1,Mr
"LINNANE, Mr John ",male,61,0,2,Queenstown,235509,12.3,0,0,NA,Gentleman  ,1850-09-15,1912-04-15,NA,/titanic-victim/john-lingane.html,1,12.3,1,Mr
"LOUCH, Mr Charles ",male,50,0,2,Southampton,3085,26,1,0,NA,Saddler  ,1862-06-30,1912-04-15, [121],/titanic-victim/charles-louch.html,2,13,2,Mr
"LOUCH, Mrs Alice Adelaide ",female,42,1,2,Southampton,3085,26,1,0,NA,NA,1869-06-30,1949-04-29,NA,/titanic-survivor/alice-adelaide-louch.html,2,13,2,Mrs
"MACK, Mrs Mary ",female,57,0,2,Southampton,S.O./C. 3,10.5,0,0,NA,NA,1855-06-30,1912-04-15, [52],/titanic-victim/mary-mack.html,1,10.5,1,Mrs
"MALACHARD, Mr Jean-Noël ",male,25,0,2,Cherbourg,237735,15,0,0,NA,NA,1886-12-21,1912-04-15,NA,/titanic-victim/jean-noel-malachard.html,1,15,1,Mr
"MALLET, Master André Clement ",male,1,1,2,Cherbourg,2079,37,0,2,NA,NA,1910-06-11,1973-09-22,10,/titanic-survivor/andre-clement-mallet.html,3,12.3,3,Master
"MALLET, Mr Albert Denis Pierre ",male,45,0,2,Cherbourg,2079,37,1,1,NA,Merchant  ,1866-08-06,1912-04-15,NA,/titanic-victim/albert-mallet.html,3,12.3,3,Mr
"MALLET, Mrs Antonine Marie ",female,24,1,2,Cherbourg,2079,37,1,1,NA,NA,1887-12-16,1974-10-22,10,/titanic-survivor/antonine-marie-mallet.html,3,12.3,3,Mrs
"MANGIAVACCHI, Mr Serafino Emilio ",male,30,0,2,Cherbourg,32861,15.6,0,0,NA,Clerk  ,NA,1912-04-15,NA,/titanic-victim/serafino-mangiavacchi.html,1,15.6,1,Mr
"MATTHEWS, Mr William John ",male,22,0,2,Southampton,28228,13,0,0,NA,China Clay Worker  ,1889-06-30,1912-04-15,NA,/titanic-victim/william-john-matthews.html,1,13,1,Mr
"MAYBERY, Mr Frank Hubert ",male,36,0,2,Southampton,239059,16,0,0,NA,Property Developer / Real Estate  ,1875-11-30,1912-04-15,NA,/titanic-victim/frank-maybery.html,1,16,1,Mr
"MCCRAE, Mr Arthur Gordon ",male,32,0,2,Southampton,237216,13.5,0,0,NA,Engineer  ,1880-01-07,1912-04-15, [209],/titanic-victim/arthur-mccrae.html,1,13.5,1,Mr
"MCCRIE, Mr James Matthew ",male,32,0,2,Southampton,233478,13,0,0,NA,Oil Worker  ,1879-07-04,1912-04-15,NA,/titanic-victim/james-matthew-mccrie.html,1,13,1,Mr
"MCKANE, Mr Peter Dan ",male,46,0,2,Southampton,28403,26,0,0,NA,Quarryman  ,1865-12-20,1912-04-15,NA,/titanic-victim/peter-dan-mckane.html,2,13,1,Mr
"MELLINGER, Miss Violet Madeline ",female,13,1,2,Southampton,250644,19.5,0,1,NA,NA,1899-02-22,1976-05-27,14,/titanic-survivor/madeleine-violet-mellinger.html,2,9.8,2,Miss
"MELLINGER, Mrs Elizabeth Anne ",female,41,1,2,Southampton,250644,19.5,0,1,NA,Servant  ,1870-06-30,1962-01-04,14,/titanic-survivor/elizabeth-anne-mellinger.html,2,9.8,2,Mrs
"MELLORS, Mr William John ",male,19,1,2,Southampton,SW/PP 751,10.5,0,0,NA,Salesman  ,1893-01-14,1948-07-23,A ,/titanic-survivor/william-mellors.html,1,10.5,1,Mr
"MEYER, Mr August ",male,31,0,2,Southampton,248723,13,0,0,NA,Baker  ,1880-05-26,1912-04-15,NA,/titanic-victim/august-meyer.html,1,13,1,Mr
"MILLING, Mr Jacob Christian ",male,48,0,2,Southampton,234360,13,0,0,NA,Machine Inspector  ,1863-10-25,1912-04-15, [271],/titanic-victim/jacob-christian-milling.html,1,13,1,Mr
"MITCHELL, Mr Henry Michael ",male,71,0,2,Southampton,24580,10.5,0,0,NA,Retired  ,1840-06-30,1912-04-15,NA,/titanic-victim/henry-michael-mitchell.html,1,10.5,1,Mr
"MONTVILA, Fr Juozas ",male,27,0,2,Southampton,211536,13,0,0,NA,Priest / Minister  ,1885-01-03,1912-04-15,NA,/titanic-victim/juozas-montvila.html,1,13,1,Fr
"MORAWECK, Dr Ernest ",male,54,0,2,Southampton,29011,14,0,0,NA,Doctor  ,1858-02-15,1912-04-15,NA,/titanic-victim/ernest-moraweck.html,1,14,1,Dr
"MORLEY, Mr Henry Samuel ",male,38,0,2,Southampton,250655,26,0,0,NA,Confectioner  ,1873-05-03,1912-04-15,NA,/titanic-victim/henry-samuel-morley.html,2,13,1,Mr
"MUDD, Mr Thomas Cupper ",male,16,0,2,Southampton,S.O./P.P 3,10.5,0,0,NA,NA,1895-06-30,1912-04-15,NA,/titanic-victim/thomas-cupper-mudd.html,1,10.5,1,Mr
"MYLES, Mr Thomas Francis ",male,63,0,2,Queenstown,240276,9.7,0,0,NA,Gentleman  ,1849-01-31,1912-04-15,NA,/titanic-victim/thomas-francis-myles.html,1,9.7,1,Mr
"NASSER, Mr Nicholas ",male,28,0,2,Cherbourg,237736,30.1,1,0,NA,NA,1884-06-30,1912-04-15, [43],/titanic-victim/nicholas-nasser.html,2,15.1,2,Mr
"NASSER, Mrs Adele ",female,14,1,2,Cherbourg,237736,30.1,1,0,NA,NA,1898-03-19,1970-01-20,NA,/titanic-survivor/adele-nasser.html,2,15.1,2,Mrs
"NAVRATIL, Master Edmond Roger ",male,2,1,2,Southampton,230080,26,1,1,NA,NA,1910-03-05,NA,D ,/titanic-survivor/edmond-roger-navratil.html,3,8.7,3,Master
"NAVRATIL, Master Michel Marcel ",male,3,1,2,Southampton,230080,26,1,1,NA,NA,1908-06-12,2001-01-30,D ,/titanic-survivor/michel-marcel-navratil.html,3,8.7,3,Master
"NAVRATIL, Mr Michel ",male,32,0,2,Southampton,230080,26,0,2,NA,NA,1880-06-30,1912-04-15, [15],/titanic-victim/michel-navratil.html,3,8.7,3,Mr
"NESSON, Mr Israel ",male,26,0,2,Southampton,244368,13,0,0,NA,Electrician  ,NA,1912-04-15,NA,/titanic-victim/israel-nesson.html,1,13,1,Mr
"NICHOLLS, Mr Joseph Charles ",male,19,0,2,Southampton,33112,36.8,1,1,NA,Miner  ,1892-07-24,1912-04-15, [101],/titanic-victim/joseph-charles-nicholls.html,4,9.2,3,Mr
"NORMAN, Mr Robert Douglas ",male,27,0,2,Southampton,218629,13.5,0,0,NA,Electrical Engineer  ,1884-09-14,1912-04-15, [287],/titanic-victim/robert-douglas-norman.html,1,13.5,1,Mr
"NYE, Mrs Elizabeth ",female,29,1,2,Southampton,29395,10.5,0,0,NA,NA,1882-05-27,1963-11-22,11,/titanic-survivor/elizabeth-nye.html,1,10.5,1,Mrs
"OTTER, Mr Richard ",male,38,0,2,Southampton,28213,13,0,0,NA,Stone Cutter  ,1873-07-20,1912-04-15,NA,/titanic-victim/richard-otter.html,1,13,1,Mr
"OXENHAM, Mr Percy Thomas ",male,22,1,2,Southampton,14260,10.5,0,0,NA,Mason  ,1889-10-04,1954-04-08,13,/titanic-survivor/percy-thomas-oxenham.html,1,10.5,1,Mr
"PADRON MANENT, Mr Julian ",male,26,1,2,Cherbourg,2146,13.9,0,0,NA,Chauffeur  ,1885-06-30,1968-10-06,9,/titanic-survivor/julian-padron-manent.html,1,13.9,1,Mr
"PAIN, Dr Alfred ",male,23,0,2,Southampton,244278,10.5,0,0,NA,Doctor  ,1888-08-24,1912-04-15,NA,/titanic-victim/alfred-pain.html,1,10.5,1,Dr
"PALLàS I CASTELLó, Sr. Emili ",male,29,1,2,Cherbourg,2147,13.9,0,0,NA,NA,NA,1940-04-14,9,/titanic-survivor/emilio-pallas-y-castello.html,1,13.9,1,Sr
"PARKER, Mr Clifford Richard ",male,17,0,2,Southampton,14888,10.5,0,0,NA,Clerk  ,1894-07-29,1912-04-15,NA,/titanic-victim/clifford-richard-parker.html,1,10.5,1,Mr
"PARRISH, Mrs Lutie Davis ",female,59,1,2,Southampton,230433,26,0,1,NA,NA,1852-07-16,1930-08-07,12,/titanic-survivor/lutie-davis-parrish.html,2,13,2,Mrs
"PENGELLY, Mr Frederick William ",male,19,0,2,Southampton,28665,10.5,0,0,NA,Miner  ,1892-12-27,1912-04-15,NA,/titanic-victim/frederick-pengelly.html,1,10.5,1,Mr
"PERNOT, Mr René ",male,39,0,2,Cherbourg,2131,15.1,0,0,Servant,Chauffeur  ,1872-09-07,1912-04-15,NA,/titanic-victim/rene-pernot.html,1,15.1,1,Mr
"PERUSCHITZ, Fr Josef ",male,41,0,2,Southampton,237393,13,0,0,NA,Priest / Minister  ,1871-03-21,1912-04-15,NA,/titanic-victim/josef-peruschitz.html,1,13,1,Fr
"PHILLIPS, Miss Alice Frances Louisa ",female,21,1,2,Southampton,2,21,0,1,NA,NA,1891-01-26,NA,12,/titanic-survivor/alice-phillips.html,2,10.5,2,Miss
"PHILLIPS, Miss Kate Florence ",female,19,1,2,Southampton,250655,26,0,0,NA,NA,1893-01-01,1964-03-27,11,/titanic-survivor/kate-phillips.html,2,13,1,Miss
"PHILLIPS, Mr Escott Robert ",male,42,0,2,Southampton,2,21,0,1,NA,NA,1869-06-30,1912-04-15,NA,/titanic-victim/escott-phillips.html,2,10.5,2,Mr
"PINSKY, Mrs Rosa ",female,32,1,2,Southampton,234604,13,0,0,NA,NA,1880-06-30,NA,9,/titanic-survivor/rosa-pinsky.html,1,13,1,Mrs
"PONESELL, Mr Martin ",male,24,0,2,Southampton,250647,13,0,0,NA,NA,NA,1912-04-15,NA,/titanic-victim/martin-ponesell.html,2,6.5,1,Mr
"PORTALUPPI, Mr Emilio Ilario Giuseppe ",male,30,1,2,Cherbourg,34644,12.7,0,0,NA,NA,1881-10-15,1974-06-18,14,/titanic-survivor/emilio-portaluppi.html,1,12.7,1,Mr
"PULBAUM, Mr Franz ",male,27,0,2,Cherbourg,2168,15,0,0,NA,NA,1884-10-14,1912-04-15,NA,/titanic-victim/franz-pulbaum.html,1,15,1,Mr
"QUICK, Miss Phyllis May ",female,2,1,2,Southampton,26360,26,1,1,NA,NA,1909-07-27,1954-03-15,11,/titanic-survivor/phyllis-may-quick.html,3,8.7,3,Miss
"QUICK, Miss Winifred Vera ",female,8,1,2,Southampton,26360,26,1,1,NA,NA,1904-01-23,2002-07-04,11,/titanic-survivor/winifred-vera-quick.html,3,8.7,3,Miss
"QUICK, Mrs Jane ",female,33,1,2,Southampton,26360,26,0,2,NA,NA,1878-08-31,1965-02-24,11,/titanic-survivor/jane-quick.html,3,8.7,3,Mrs
"REEVES, Mr David ",male,36,0,2,Southampton,17248,10.5,0,0,NA,Carpenter / Joiner  ,NA,1912-04-15,NA,/titanic-victim/david-reeves.html,1,10.5,1,Mr
"RENOUF, Mr Peter Henry ",male,33,0,2,Southampton,31027,21,1,0,NA,Carpenter / Joiner  ,1878-04-27,1912-04-15,NA,/titanic-victim/peter-henry-renouf.html,2,10.5,2,Mr
"RENOUF, Mrs Lillian ",female,30,1,2,Southampton,31027,21,3,0,NA,NA,1882-02-26,1933-07-09,NA,/titanic-survivor/lillian-renouf.html,2,10.5,4,Mrs
"REYNALDS, Sra. Encarnación ",female,28,1,2,Southampton,230434,13,0,0,NA,NA,1882-12-05,NA,9,/titanic-survivor/encarnacion-reynaldo.html,1,13,1,Sra
"RICHARD, Mr Emile Phillippe ",male,23,0,2,Cherbourg,2133,15,0,0,NA,NA,1888-08-24,1912-04-15,NA,/titanic-victim/emile-phillippe-richard.html,1,15,1,Mr
"RICHARDS, Master Sibley George ",male,0.75,1,2,Southampton,29106,18.8,1,1,NA,NA,1911-06-17,1987-12-04,4,/titanic-survivor/sibley-george-richards.html,3,6.3,3,Master
"RICHARDS, Master William Rowe ",male,3,1,2,Southampton,29106,18.8,1,1,NA,NA,1909-04-01,1988-01-09,4,/titanic-survivor/william-rowe-richards.html,3,6.3,3,Master
"RICHARDS, Mrs Emily ",female,24,1,2,Southampton,29106,18.8,2,3,NA,NA,1887-04-22,1972-11-10,4,/titanic-survivor/emily-richards.html,3,6.3,6,Mrs
"RIDSDALE, Miss Lucy ",female,58,1,2,Southampton,14258,10.5,0,0,NA,NA,1854-03-20,1946-01-11,13,/titanic-survivor/lucy-ridsdale.html,1,10.5,1,Miss
"ROGERS, Mr Reginald Harry ",male,18,0,2,Southampton,28004,10.5,0,0,NA,NA,1893-07-17,1912-04-15,NA,/titanic-victim/reginald-harry-rogers.html,1,10.5,1,Mr
"RUGG, Miss Emily ",female,21,1,2,Southampton,31026,10.5,0,0,NA,NA,1889-12-19,1958-07-08,12,/titanic-survivor/emily-rugg.html,1,10.5,1,Miss
"SCHMIDT, Mr Augustus ",male,21,0,2,Southampton,248659,13,0,0,NA,NA,1890-06-30,1912-04-15,NA,/titanic-victim/august-schmidt.html,1,13,1,Mr
"SEDGWICK, Mr Charles Frederick Waddington ",male,28,0,2,Southampton,244361,13,0,0,NA,NA,1884-06-30,1912-04-15,NA,/titanic-victim/charles-sedgwick.html,1,13,1,Mr
"SHARP, Mr Percival ",male,27,0,2,Southampton,244358,26,0,0,NA,NA,1882-12-18,1912-04-15,NA,/titanic-victim/percival-sharp.html,2,13,1,Mr
"SILVéN, Miss Lyyli Karoliina ",female,17,1,2,Southampton,250652,13,0,2,NA,NA,1894-06-11,1974-02-05,16,/titanic-survivor/lyyli-karoliina-silven.html,1,13,3,Miss
"SINCOCK, Miss Maude ",female,20,1,2,Southampton,33112,36.8,0,0,NA,NA,1891-04-17,1984-05-21,11,/titanic-survivor/maude-sincock.html,4,9.2,1,Miss
"SINKKONEN, Miss Anna ",female,29,1,2,Southampton,250648,13,0,0,NA,NA,1882-03-12,1963-11-25,10,/titanic-survivor/anna-sinkkonen.html,1,13,1,Miss
"SJöSTEDT, Mr Ernst Adolf ",male,59,0,2,Southampton,237442,13.5,0,0,NA,NA,1852-09-09,1912-04-15,NA,/titanic-victim/ernst-adolf-sjostedt.html,1,13.5,1,Mr
"SLAYTER, Miss Hilda Mary ",female,30,1,2,Queenstown,234818,12.3,0,0,NA,NA,1882-04-05,1965-04-12,13,/titanic-survivor/hilda-mary-slayter.html,1,12.3,1,Miss
"SLEMEN, Mr Richard James ",male,35,0,2,Southampton,28206,10.5,0,0,NA,Journeyman carpenter  ,1876-12-16,1912-04-15,NA,/titanic-victim/richard-james-slemen.html,1,10.5,1,Mr
"SMITH, Miss Marion Elsie ",female,39,1,2,Southampton,31418,13,0,0,NA,NA,1863-01-10,1940-12-13,9,/titanic-survivor/marion-elsie-smith.html,1,13,1,Miss
"SOBEY, Mr Samuel James Hayden ",male,25,0,2,Southampton,29178,13,0,0,NA,Quarryman  ,1886-11-06,1912-04-15,NA,/titanic-victim/samuel-james-hayden-sobey.html,1,13,1,Mr
"STANTON, Mr Samuel Ward ",male,42,0,2,Cherbourg,237734,15,0,0,NA,NA,1870-01-08,1912-04-15,NA,/titanic-victim/samuel-ward-stanton.html,1,15,1,Mr
"STOKES, Mr Philip Joseph ",male,25,0,2,Southampton,13540,10.5,0,0,NA,Bricklayer  ,1887-10-12,1912-04-15, [81],/titanic-victim/philip-joseph-stokes.html,1,10.5,1,Mr
"SWANE, Mr George ",male,19,0,2,Southampton,248734,13,0,0,Servant,Chauffeur  ,1892-12-12,1912-04-15, [294],/titanic-victim/george-swane.html,1,13,1,Mr
"SWEET, Mr George Frederick ",male,14,0,2,Southampton,220845,65,0,0,NA,Farm Labourer  ,1897-04-16,1912-04-15,NA,/titanic-victim/george-frederick-sweet.html,5,13,1,Mr
"TOOMEY, Miss Ellen Mary ",female,48,1,2,Southampton,13531,10.5,0,0,NA,Servant  ,1864-02-02,1933-12-23,9,/titanic-survivor/ellen-mary-toomey.html,1,10.5,1,Miss
"TROUPIANSKY, Mr Moses Aaron ",male,23,0,2,Southampton,233639,13,0,0,NA,Shop Assistant  ,NA,1912-04-15,NA,/titanic-victim/moses-aaron-troupiansky.html,1,13,1,Mr
"TROUT, Mrs Jessie Laird ",female,27,1,2,Southampton,240929,12.7,0,0,NA,NA,1884-11-01,1930-12-30,9,/titanic-survivor/jessie-trout.html,1,12.7,1,Mrs
"TROUTT, Miss Edwina Celia ",female,27,1,2,Southampton,34218,10.5,0,0,NA,NA,1884-06-08,1984-12-03,16,/titanic-survivor/edwina-troutt.html,1,10.5,1,Miss
"TURPIN, Mr William John ",male,29,0,2,Southampton,11668,21,1,0,NA,Carpenter / Joiner  ,1882-08-01,1912-04-15,NA,/titanic-victim/william-turpin.html,2,10.5,2,Mr
"TURPIN, Mrs Dorothy Ann ",female,26,0,2,Southampton,11668,21,1,0,NA,Housewife  ,1885-04-25,1912-04-15,NA,/titanic-victim/dorothy-ann-turpin.html,2,10.5,2,Mrs
"VEAL, Mr James ",male,40,0,2,Southampton,28221,13,0,0,NA,NA,1871-11-15,1912-04-15,NA,/titanic-victim/james-veal.html,1,13,1,Mr
"WALLCROFT, Miss Ellen 'Nellie' ",female,36,1,2,Southampton,13528,21,0,0,NA,Cook  ,1875-12-09,1949-09-04,14,/titanic-survivor/nellie-wallcroft.html,2,10.5,1,Miss
"WARE, Mr John James ",male,45,0,2,Southampton,31352,21,1,0,NA,Carpenter / Joiner  ,1865-06-30,1912-04-15,NA,/titanic-victim/john-james-ware.html,2,10.5,2,Mr
"WARE, Mr William Jeffery ",male,23,0,2,Southampton,28666,10.5,1,0,NA,NA,1889-06-30,1912-04-15,NA,/titanic-victim/william-jeffery-ware.html,1,10.5,2,Mr
"WARE, Mrs Florence Louise ",female,31,1,2,Southampton,31352,21,0,0,NA,NA,1879-10-29,1973-08-24,10,/titanic-survivor/florence-louise-ware.html,2,10.5,1,Mrs
"WATT, Miss Robertha Josephine ",female,12,1,2,Southampton,33595,15.8,0,0,NA,NA,1899-09-07,1993-03-04,9,/titanic-survivor/bertha-watt.html,2,7.9,1,Miss
"WATT, Mrs Elizabeth ",female,40,1,2,Southampton,33595,15.8,0,0,NA,NA,1871-09-21,1951-09-18,9,/titanic-survivor/bessie-watt.html,2,7.9,1,Mrs
"WEBBER, Miss Susan ",female,37,1,2,Southampton,27267,13,0,0,NA,NA,1874-07-02,1952-01-29,12,/titanic-survivor/susan-webber.html,1,13,1,Miss
"WEISZ, Mr Léopold ",male,37,0,2,Southampton,228414,26,1,0,NA,Stonemason and Carver  ,1875-06-30,1912-04-15, [293],/titanic-victim/leopold-weisz.html,2,13,2,Mr
"WEISZ, Mrs Mathilde Françoise ",female,37,1,2,Southampton,228414,26,1,0,NA,NA,1874-05-24,1953-10-13,10,/titanic-survivor/mathilde-francoise-weisz.html,2,13,2,Mrs
"WELLS, Master Ralph Lester ",male,2,1,2,Southampton,29103,23,1,1,NA,NA,1909-12-15,1972-09-27,14,/titanic-survivor/ralph-lester-wells.html,3,7.7,3,Master
"WELLS, Miss Joan ",female,4,1,2,Southampton,29103,23,1,1,NA,NA,1908-02-26,1933-07-10,14,/titanic-survivor/joan-wells.html,3,7.7,3,Miss
"WELLS, Mrs ",female,29,1,2,Southampton,29103,23,0,2,NA,NA,1883-01-17,1954-05-28,14,/titanic-survivor/addie-dart-wells.html,3,7.7,3,Mrs
"WEST, Miss Barbara Joyce ",female,0.83,1,2,Southampton,34651,27.8,1,2,NA,NA,1911-05-24,2007-10-16,10,/titanic-survivor/barbara-joyce-west.html,4,7,4,Miss
"WEST, Miss Constance Mirium ",female,4,1,2,Southampton,34651,27.8,1,2,NA,NA,1907-08-13,1963-09-12,10,/titanic-survivor/constance-mirium-west.html,4,7,4,Miss
"WEST, Mr Edwy Arthur ",male,36,0,2,Southampton,34651,27.8,1,2,NA,NA,1875-11-20,1912-04-15,NA,/titanic-victim/edwy-arthur-west.html,4,7,4,Mr
"WEST, Mrs Ada Mary ",female,33,1,2,Southampton,34651,27.8,1,2,NA,NA,1879-02-17,1953-04-20,10,/titanic-survivor/ada-mary-west.html,4,7,4,Mrs
"WHEADON, Mr Edward Henry ",male,65,0,2,Southampton,24579,10.5,0,0,NA,Farmer  ,1846-10-11,1912-04-15,NA,/titanic-victim/edward-wheadon.html,1,10.5,1,Mr
"WHEELER, Mr Edwin Charles ",male,24,0,2,Southampton,2159,12.9,0,0,Servant,Servant  ,1886-06-30,1912-04-15,NA,/titanic-victim/edwin-charles-fred-wheeler.html,1,12.9,1,Mr
"WHILEMS, Mr Charles ",male,31,1,2,Southampton,244270,13,0,0,NA,Factory Foreman  ,1881-06-30,1940-02-15,9,/titanic-survivor/charles-wilhelms.html,1,13,1,Mr
"WILKINSON, Mrs Elizabeth Anne ",female,35,1,2,Southampton,2926,26,1,0,NA,NA,1882-02-03,NA,16,/titanic-survivor/elizabeth-anne-wilkinson.html,2,13,2,Mrs
"WILLIAMS, Mr Charles Eugene ",male,23,1,2,Southampton,244373,13,0,0,NA,Sportsman  ,1888-07-28,1935-10-27,14,/titanic-survivor/charles-eugene-williams.html,1,13,1,Mr
"WRIGHT, Miss Marion ",female,26,1,2,Southampton,220844,13.5,0,0,NA,NA,1885-05-26,1965-07-04,9,/titanic-survivor/marion-wright.html,1,13.5,1,Miss
"YVOIS, Miss Henriette ",female,24,0,2,Southampton,248747,13,0,0,NA,NA,NA,1912-04-15,NA,/titanic-victim/henriette-yvois.html,1,13,1,Miss
"SHELLEY, Mrs Imanita Parrish ",female,25,1,2,Southampton,230433,26,0,1,NA,NA,NA,NA,12,/titanic-survivor/imanita-parrish-shelley.html,2,13,2,Mrs
"CAMPBELL, Mr William Henry ",male,21,0,2,Belfast,239853,0,0,0,H&W Guarantee Group,NA,1890-11-05,1912-04-15,NA,/titanic-victim/william-henry-campbell.html,3,0,1,Mr
"CUNNINGHAM, Mr Alfred Fleming ",male,21,0,2,Belfast,239853,0,0,0,H&W Guarantee Group,Fitter  ,1890-06-30,1912-04-15,NA,/titanic-victim/alfred-fleming-cunningham.html,3,0,1,Mr
"FROST, Mr Anthony Wood ",male,38,0,2,Belfast,239854,0,0,0,H&W Guarantee Group,Fitter  ,1873-06-30,1912-04-15,NA,/titanic-victim/anthony-wood-frost.html,1,0,1,Mr
"KNIGHT, Mr Robert ",male,39,0,2,Belfast,239855,0,0,0,H&W Guarantee Group,Fitter  ,1871-06-30,1912-04-15,NA,/titanic-victim/robert-knight.html,1,0,1,Mr
"PARKES, Mr Francis ",male,21,0,2,Belfast,239853,0,0,0,H&W Guarantee Group,Plumber  ,1890-11-08,1912-04-15,NA,/titanic-victim/frank-parkes.html,3,0,1,Mr
"WATSON, Mr Ennis Hastings ",male,19,0,2,Belfast,239856,0,0,0,H&W Guarantee Group,Apprentice Electrician  ,1893-06-30,1912-04-15,NA,/titanic-victim/ennis-hastings-watson.html,1,0,1,Mr
"ABBING, Mr Anthony ",male,42,0,3,Southampton,5547,7.6,0,0,NA,Blacksmith  ,1870-06-30,1912-04-15,NA,/titanic-victim/anthony-abbing.html,1,7.6,1,Mr
"ABBOTT, Mr Eugene Joseph ",male,14,0,3,Southampton,CA2673,20.2,0,2,NA,Scholar  ,1899-03-31,1912-04-15,NA,/titanic-victim/eugene-joseph-abbott.html,3,6.7,3,Mr
"ABBOTT, Mr Rossmore Edward ",male,16,0,3,Southampton,CA2673,20.2,1,1,NA,Jeweller  ,1896-02-21,1912-04-15, [190],/titanic-victim/rossmore-edward-abbott.html,3,6.7,3,Mr
"ABBOTT, Mrs Rhoda Mary 'Rosa' ",female,39,1,3,Southampton,CA2673,20.2,1,1,NA,NA,1873-01-14,1946-02-18,A ,/titanic-survivor/rhoda-mary-rosa-abbott.html,3,6.7,3,Mrs
"ABELSETH, Miss Karen Marie ",female,16,1,3,Southampton,348125,7.7,0,0,NA,NA,1895-09-14,1969-07-27,16,/titanic-survivor/karen-marie-abelseth.html,1,7.7,1,Miss
"ABELSETH, Mr Olaus Jørgensen ",male,25,1,3,Southampton,348122,7.7,0,0,NA,Farmer  ,1886-06-10,1980-12-04,A ,/titanic-survivor/olaus-jorgensen-abelseth.html,1,7.7,1,Mr
"ABRAHAMSSON, Mr Abraham August Johannes ",male,20,1,3,Southampton,3101284,7.9,0,0,NA,NA,NA,NA,15,/titanic-survivor/august-abrahamsson.html,1,7.9,1,Mr
"ÅDAHL, Mr Mauritz ",male,30,0,3,Southampton,7076,7.2,0,0,NA,General Labourer  ,1881-06-15,1912-04-15, [72],/titanic-victim/mauritz-adahl.html,1,7.2,1,Mr
"ADAMS, Mr John ",male,26,0,3,Southampton,341826,8.1,0,0,NA,NA,1885-06-30,1912-04-15, [103],/titanic-victim/john-adams.html,1,8.1,1,Mr
"AHLIN, Mrs Johanna Persdotter ",female,40,0,3,Southampton,7546,9.5,1,0,NA,NA,1871-06-21,1912-04-15,NA,/titanic-victim/johanna-persdotter-ahlin.html,1,9.5,2,Mrs
"AKS, Master Frank Philip ",male,0.83,1,3,Southampton,392091,9.3,0,1,NA,NA,1911-06-07,1991-07-15,11,/titanic-survivor/frank-philip-aks.html,2,4.7,2,Master
"AKS, Mrs Leah ",female,18,1,3,Southampton,392091,9.3,0,1,NA,NA,1894-03-18,1967-06-22,13,/titanic-survivor/leah-aks.html,2,4.7,2,Mrs
"ALBIMONA, Mr Nassef Cassem ",male,26,1,3,Cherbourg,2699,18.8,0,0,NA,NA,1884-09-29,NA,15,/titanic-survivor/nassef-cassem-albimona.html,2,9.4,1,Mr
"ALEXANDER, Mr William Albert ",male,23,0,3,Southampton,3474,7.9,0,0,NA,General Labourer  ,1887-06-30,1912-04-15,NA,/titanic-victim/william-alexander.html,1,7.9,1,Mr
"ALHOMäKI, Mr Ilmari Rudolf ",male,19,0,3,Southampton,3101287,7.9,0,0,NA,General Labourer  ,1893-03-15,1912-04-15,NA,/titanic-victim/ilmari-rudolf-alhomaki.html,1,7.9,1,Mr
"ALI, Mr Ahmed ",male,24,0,3,Southampton,3101311,7,0,0,NA,General Labourer  ,NA,1912-04-15,NA,/titanic-victim/ahmed-ali.html,1,7,1,Mr
